reviewerID,asin,reviewerName,helpful,comment,rating,summary,unixReviewTime,reviewTime,month,year,word_count,sentiment,product,issue,product_clean,issue_clean
A1QBOC76MIOJYP,B001JJCW0M,MyPenName,"[2, 2]","We live out in the country, so it is no surprise that we have mice - and at certain times of the year, LOTS of them. You can always tell when the population is high, because there will be increased amounts of droppings and bits of insulation etc just strewn about in odd places. The mice harbor in our attached garage and rummage up through the insulation and ultimately come into our kitchen cabinets and closets. Ugh, it is just GROSS.We have used countless glue traps, which we have to then go and round up and dispose of, a few different types of poison - pellets and blocks (which turn the mice feces blue btw) and when you use the poison you just don't know where and when the mice will die. So they are just rotting off somewhere - GROSS! If you do find them, then you have to scoop them up and dispose of them.There have been plenty of days through all these years of living here, that we would put out 10-15 of the glue traps.. We put them in closets, cupboards, drawers, and down in the closets in the garage... and the next day ALL the traps had mice stuck to them. Some of them would have 2 mice stuck since it seemed that sometimes another thoughtful little guy would come along to help the first one and end up stuck himself. The glue traps and poison aren't too expensive unless as in our case you have to buy them constantly. So, then buying something more like this Victor Multi Kill seems alot more economical, even though the price tag seems steep compared to a pack of glue traps.The Victor Multi Kill is SUCH a relief. It makes disposing of the mice so much easier.. no running around trying to remember where all the glue traps are and then seeing the little guys STILL ALIVE squeaking their heads off. No coming across random dead mice due to eating poison and dying in a hidden spot in the house. I have come across mouse bones and fur obviously months and months after they have died and it is not fun. The multi Kill is so nice to have. You just set it up, let it do it's thing and then empty after a few days or so. If you have a larger house and or multiple areas of infestation, it is definitely worth it to have more than 1 Multi Kill. In our case, one in our garage closets and one in the main house area would be ideal with possibly a 3rd unit under our kitchen cabinets where the cat food is stored. At this point though, we have only tried out this one unit so far, but will pick up at least 1 more unit when we have some extra money.It is obvious that the device works since we can see the dead mice when we empty it. I feel it is definitely worth the money in the long run if you have an on going problem or if you have a sudden outbreak of mice. For the most part, if you have them once, you will have them again when the weather changes. It just makes more sense for us to spend the money in a lump sum and use the device repeatedly, for years to come, without any headaches, than to spend a few dollars repeatedly (adding up to more than the lump sum over time) and have all the extra work to do with disposal, round up, etc.We have had no problems with the device. It seems solid enough and it definitely gets the job done. Once we get a second unit, I will be even more relieved. So far we have been alternating the location of the 1 unit between the garage closets, under the kitchen cabinet, and in a closet in our closet hall (a hall full of nothing but huge walk in closets). I would love to have enough units to just let them all sit and do their job, as opposed to moving it around every week or so.The Multi Kill is definitely worth it's price and I do recommend it if you have a mouse problem.",5.0,Works as described,1317081600,"09 27, 2011",9,2011,701,75,MultiKill,,multikill,
A2UBQA85NIGLHA,B0000950PZ,"Tim  Isenhour ""Timbo""","[0, 0]","I purchased this exact model from my local ""Wal-Mart"" and actually paid more than I would have here, but I needed some clippers and fast.First off, they are not rigid at all..  What I mean is, as long as you are clipping a few blades of grass, you are ok, but really put it to use, and you soon find that it will lock blades and not function. This is due to the very poor construction.  Too much ""slop"" between the blades often make either both blades lock together or separate so much that nothing is cut.If you really want a good set of clippers that actually work, look further as this is a ""novelty"" item more than an actual functioning tool.",3.0,not what you think you are getting,1372291200,"06 27, 2013",6,2013,122,15,clippers,construction,clippers,construction
ADLVFFE4VBT8,B0096Q19YU,"A. Dent ""Aragorn""","[0, 0]","First I must state that my 'for review' Tri-Kill hasn't killed or caught any mice yet. Our mouse-invasion season is usually October-November when field mice seek warmth and shelter in our basement which is a bad idea because they all end up caught.With that in mind, we developed a pretty good understanding of what works and what doesn't when it comes to mouse defense. The ultrasound deterrents, for example do not seem to work. Mouse traps do but mice are smart and it's unlikely you'll catch more than one mouse with the same trap placed at the same location and one trap rarely catches more than 2 or 3 even if you move it around the basement. What works with mice is 'variety' and a bait that's hard to resist and hard to get to, unless the mouse enters the trap. The Tri-Kill therefore adds to the 'variety' arsenal, which is a good thing and there's no way the mouse get get close to the bait - peanut butter - unless the mouse enters the trap, another plus. Now, will the Tri-Kill ever catch more than once mouse at a time? I am highly skeptical of that because, like I said, mice are smart and they learn fast so I can't imagine how mouse number 2 would ever try to get to the bait while mouse number 1 is dead or struggling but I will be happy to come back and update this review once I see 2 or 3 mice caught in the Tri-Kill.Finally, the makers claim that this is a no-touch design. Now, I don't know what the definition of 'no-touch' is but the trap has no floor so, whatever the mice do while dying (use imagination) is going to be left on the floor. It would be difficult to avoid touching the kill while disposing of it unless you wear gloves but then all traps could be called 'no touch'.Three stars, by the way, stand for 'It's OK'. I will improve my rating once I see actual mice being caught.",3.0,Mouse Hotel - vacancy,1364774400,"04 1, 2013",4,2013,335,45,Tri-Kill,effectiveness,tri-kill,effectiveness
A14EPTYN50XSZV,B00G8R2JWG,Someone Else,"[1, 1]","Update, April 2014:  My original three-star review is posted below. I am updating to remove one star. A few weeks after posting my review, I looked out the window to behold a huge squirrel comfortably perched on the grate of the feeder, chowing down on bird seed. When I went out to chase him off, he had a couple of moments of trouble escaping due to the dome, but then made a huge leap onto a faraway branch and scampered away. Squirrels are amazing acrobats, especially when there's good food to be had. This feeder will not deter them.Original Review:Some clever ideas have gone into the designing of this bird feeder, but in actual use the results aren't as good as I'd hoped. Being able to raise and lower the dome according to the size of birds you want to attract seems like a great option. However, when I set the dome down low to accommodate small birds, the juncos and chickadees and song sparrows had a hard time figuring out how to get to the feeding platform without hitting the dome. Then, while they were feeding, they seemed nervous about the way the dome wobbles on its spring, like they thought it was going to hit them.I set the dome up higher and now the small birds like the feeder. The grate that sits over the seed to keep out squirrels is a good idea, and the little birds are comfortable hopping around on the grate to get their food. I've noticed the ground-feeding birds like juncos especially like the dome because it makes them feel safe when they're under it.The problem I see with the feeder now is that the little birds with small beaks can only get food from under the grate when the feeding tray is completely full. Once the level of seed drops, the little birds have a hard time digging seed out from the spaces in the grate. I have watched chickadees hop around to various places on the grate trying to get a seed out, then finally get frustrated and fly to one of the other feeders in my yard where they don't have to work so hard.The feeder is easy to fill. I can just pour the seed in through the spaces in the grate. However, the feeder only holds half a pound of seed, so keeping the seed level high enough for short beaks to reach it requires some vigilance. So far I haven't seen any squirrels try to outsmart the design of this feeder, so I can't comment on that yet.",2.0,Updated Review. Great Squirrel Feeder.,1394409600,"03 10, 2014",3,2014,430,35,feeder,squirrels,feeder,squirrels
A9KLAL1CXZ0W5,B004XWULZU,"E. Barron ""alphabetjungle""","[0, 0]",Last year we got rodents in the garage. I have tried other traps and they were much more cumbersome to use. This is preloaded with bait. Just open the box and put it in an out of the way place next to a wall.,4.0,Easy to use.,1404604800,"07 6, 2014",7,2014,44,65,trap,cumbersome,trap,cumbersome
A35ORHRXYF9HM1,B002EJLLEE,W. Bison,"[0, 0]","So, we keep fruit and veggies in wire bowls on our kitchen counter.  We had a fruit fly problem recently as a result.  I was thrilled to receive this, in hopes that it would make a bigger dent in our fruit fly problem than our current strategies / actions / solutions.  Sadly, it did not.Now, it definitely DID catch fruit flies - just not enough to really matter, not particularly quickly, and not in the same quantities as basic homemade solutions did.On the whole, I was disappointed.  Compared to putting some wine in a clear container, sealing it with Saran wrap, and punching a few holes in the Saran wrap for the flies to get in (but not out), this product just didn't hold up.  In one or two days of the homebased solution  we caught multiples of the fruit flies we caught using this Terro Fuit Fly Trap.  Plus, the Terro trap is a one-time only / disposable  deal, which isn't exactly my favorite thing.So, while it did work somewhat, it really wasn't enough for me.  I wasn't impressed.  So, I'm giving 2 stars - it worked, a little, but not enough for me to purchase in the future.",2.0,"Meh... not impressed.  Works a little, but not enough.",1349913600,"10 11, 2012",10,2012,194,30,Trap,Effectiveness,trap,effectiveness
A24RCBRDXRXR0Y,B007109N14,James A. Nichols,"[1, 1]",I have already found a dead mouse in my lawn shed.  I put this in a few weeks ago and went to check again the other day and found a dead mouse.  It seems to be working ok so far and I have noticed a little less activity from the mice in this building.  Will continue to  use and hopefully fully eradicate the mouse population at my house,4.0,Works,1403136000,"06 19, 2014",6,2014,68,65,repellent,,repellent,
A3VZH0PWLQ9BB1,B002XHJF9A,Tom B.,"[0, 0]","Victor are the only brand of traditional mousetrap I buy, but I am not a big fan of these.In theory they are supposed to be more hygienic, safer, and disposable. In practice the plastic parts were prone to breaking, and since I accidentally set off the trap, and was unable to reset it.Plus there was insufficient documentation with the traps so I didn't know you put peanut butter or cheese on the top of the trap door, instead I just threw a piece of cheese down the trap hole. I don't know if that was the reason, but caught no mouse in this trap while I manged to catch a mouse in a traditional mouse trap.And at $4 or more a trap these are hardly a bargain.Unless you are trapping around food, small children, or pets, I would stick with the tried and true traditional Victor wooden traps.",2.0,"Love Victor, but not these.",1287014400,"10 14, 2010",10,2010,147,25,mousetrap,durability,mousetrap,durability
A301B6L3TCD7WL,B00FGIGT92,Tanya McHenry,"[0, 0]","First let me say that I am landscaped and garden challenged. I have trouble pulling weeds because I don&#8217;t really know the difference between a weed and a plant, especially when I am not the one who planted it. I do have a patch of dirt in the backyard with nothing there, and I thought a basic garden bed would work there and maybe I might like just putting things in there and hoping it will turn into something nice.  It turns out I have a shaded area so I need to be choosy with what I put there, but fortunately getting the bed up was not an issue.  Others are right, additional anchors were needed, but the corners look very nice and setting up was not a big issue at all. I would readily get this for someone, not only because it&#8217;s easy but this specific kit allows that person to basically design their own size, within limits. This would not be ideal for say a very large community garden.",4.0,A DIY Garden Kit for the DIY Challenged,1399161600,"05 4, 2014",5,2014,171,70,garden-bed,anchors,garden-bed,anchors
A2RC0BRR50ZFC3,B000GIO0NY,Mark Williams,"[0, 0]","I have used this product for a year, and it is still going strong. It needs to be cleaned after each use to prevent discoloration. I also sharpen it frequently to maintain its edge.",4.0,Works well,1365292800,"04 7, 2013",4,2013,34,75,Knife,Maintenance,knife,maintenance
A3KHS90UO8FHWP,B000KL18I2,"J. Gray ""jgray37000""","[0, 0]","I am in love with the quality of Wagner's seeds! This Nyjer is a perfect example. It's SO superior to the Nyjer (Niger) I bought at my local feed store. That seed contained lots of stems and trash, as well as clouds of choking red dust! There's some of it left in one feeder and the birds aren't touching it. The Wagner seed is plump and fresh smelling, and as clean as any seed I've ever seen. I don't want to poison my wild birds with aflatoxins, or feed them clay instead of seed, etc., so I just search for &#34;Wagner's&#34; seed now.",5.0,"Wagner's = clean, plump seeds",1390780800,"01 27, 2014",1,2014,103,85,seed,quality,seed,quality
A3W012M8PJBW7G,B0008IT0GE,melissa,"[0, 0]","I have one of these on each spray nozzle that I own so it is easy to change nozzles in a few seconds by popping one off and another on.  If a rubber washer is used, there is no leaking from this connector.  It is extremely easy to use.  I also recommend a piece of teflon tape around the threaded areas to prevent a corrosion/ chemical reaction and fusion when the different metals touch water and each other.There are two kinds of these connectors by Gilmour.  The real brass connectors are excellent and get a 5 star.  The ""metal"" connectors are horrible and get a 1 star.  I did get some from Lowes, and there seems to be a problem with corrosion since they are ""metal"" (aluminum) and not brass.  The problem here is over a small amount of time (months), water hardness deposits and corrosion prevent the connector from locking into place with the female.  The smoothness of operation that it started out with, becomes rough, and a struggle over time. STAY AWAY FROM THE ""METAL"" ONES AND ONLY GO WITH THE TRUE BRASS ONES!!!I found an interchangeable solid brass connector like this at Ace HardwareACE BRASS QUICK CONNECTOR SET, also made by Gilmour that even has an automatic shutoff built in!  I also give that one a 5 star rating because you do not even have to shut off the hose to change between nozzles.  You can use regular Gilmour males with Ace Hardware females interchangeably. If you are going to fill buckets, I recommend this regular Gilmour brass connector, as opposed to that one, since that has the automatic shutoff feature which won't let you fill the bucket without a spray nozzle.",5.0,Gilmour True Brass Hose Ends: The Brass Ones Are Excellent,1317772800,"10 5, 2011",10,2011,282,65,Connector,Corrosion,connector,corrosion
AAPOXNROSLHPN,B000WEKLTE,,"[0, 0]",These are easily to install. I covered with foil and now have very little clean-up. This supply should last for awhile.,5.0,Greaseless,1341705600,"07 8, 2012",7,2012,21,85,foil,,foil,
A2JSYW3B4KPD7I,B00002N67P,"Juls ""gardening for life""","[0, 0]","I'll buy more of these come  Spring. Holding up very well to the extreme heat and cold of Idaho.  A bit on the heavy side, but that is what makes them last so well.",5.0,Love it,1389052800,"01 7, 2014",1,2014,34,75,boots,weight,boots,weight
A6J8D9V5S9MBE,B000CZ30C8,Curtis G,"[2, 2]","Our backyard is a bald-patched embarrassment. I have tried several times (unsuccessfully) to reseed, overseed--pretty much everything short of actually having the whole thing ripped out and rototilled (if it were my lawn, and not my landlady's, I would). Because the dirt is so hard-packed and resists absorbing water, I got it in my head that aeration was the key. (My neighbor the gardener has a big machine, but I wanted to do this myself. I'm frugal like that.) I looked at several models and types at the local home stores, and finally decided to order this one. (In the interim, I ordered and tried theClean Air Distributing FLA1K20 Lawn Aerating Shoes. Let's call that an assistive device. I like the concept, at least.)As soon as the Yard Butler arrived we went out back and started poking holes in the ground. (Following the advice of other reviewers, I was careful about how I put pressure on the handle. In the harder areas, I found that a gentle back-and-forth or circular wiggle aided full insertion.) I was amazed at how incredibly dry the expelled plugs were. The Yard Butler and I covered the whole yard sparingly and then watered judiciously. The next day the task was easier and the plugs were somewhat moist. The next day it was even easier. I also used it in the flower beds to increase drainage around my trees and shrubs.Before I put it away, I knocked out the dirt, filed down the cutting edges and sprayed some lubricant on the tines. Once I've achieved a nice, tight pattern across the whole yard, I'll fill the holes with sand and overseed again with Bermuda. (Every other grass type dies off and Bermuda just keeps coming back, so why fight it? I did plant someWhite Dutch Cloverto add nitrogen, attract bees, and say, ""Take that, Bermuda!"")So far, I am very happy with this aerator. If one day I have a decent-looking lawn, I'll be even happier with it. And I will thank the Yard Butler by giving him his freedom.",5.0,Works like a charm (that pokes holes in your yard),1304812800,"05 8, 2011",5,2011,343,75,aerator,hardness,aerator,hardness
AE2URYCBT0SX9,B000HI9L78,G.B.D.,"[0, 0]","Chicks like this, but the Hagen Parakeet Budgie staple with its high millet content and more complete vitamin-mineral mix seems to be more nutritional for my chicks. BUT, they don't let this stuff go to waste either! ;)",4.0,"Miller, corn, with vitamins: OK for chicks",1379808000,"09 22, 2013",9,2013,37,65,Feed,,feed,
A3UKWQS8SRW6IO,B000BQRF60,OrchidSlayer,"[0, 1]","I set these up a few weeks ago.  It is difficult to know just how successful they have been as I don't know how much additional damage I would have gotten without them and I have never seen a deer touching a unit.  I have had plants less than 10 feet away eaten, so these will be added to my normal arsenal of spraying and fencing but not counted on as the only solution.  They would work best in a situation where the deer enter in one small area, like a driveway or gate.  Unfortunately, my local deer have numerous paths and seem to be passing these by. I did touch the units to make sure they are working and to see how bad the shock is (I have a puppy that I did not want harmed) and the it is very mild -  enough to scare, but not enough to cause any harm.  I am glad these weren't around when I was a child or my big brother would have somehow gotten me to put my tongue on them, so watch out that your kids or neighbor kids don't get that idea.",4.0,Fine as part of a strategy,1305763200,"05 19, 2011",5,2011,191,45,repellents,effectiveness,repellents,effectiveness
AAQ9NJ480N9W5,B00303H1KG,P. Mulloy,"[0, 0]","I can't believe I actually bought a lawnmower over the internet. This replaces a plug in electric mower that died. Its a little heavier but not too heavy for my wife, myself or my 9 year old grandson. I use it with the bag on. Its powerful and does a good job.",5.0,Wonderful,1397606400,"04 16, 2014",4,2014,51,75,lawnmower,,lawnmower,
AWIF8AR75LL9L,B004L666PM,"Colorgirl ""Spreading color around my world""","[0, 1]","I was so glad to have been able to try the Garden Genius for one of my pots because I ran out of stones to put in the bottom of it.  It is easy to use and very well made- not so porous that dirt gets through it, but porous enough that the air and water will penetrate well.  It leaves about an inch or so of space at the bottom of the pot so unless you get a heavy rain, it will do the trick!I have not had the opportunity to wash it out and reuse it, however, but it is doing the trick beautifully this year and despite some heavy rains we had for a couple of days, my plants did not drown.I wish it came with more than one, however, as I rarely plant just one plant at a time.The texture reminds me a little of a tightly woven pad that my husband used to bring home from the building he worked in- they have pads for polishing the floors, and the center pieces had to come out to fit on the machines, and we would use them as cleaning pads on things that did not have a problem with some slight abrasions.  This is similar.I would buy it again for sure so far- but will update this review next year if I find any problems with re-use.",5.0,So Far So Good!,1310342400,"07 11, 2011",7,2011,231,85,GardenGenius,,gardengenius,
AW4UMAYI7VQSU,B003RDKKV6,Phil,"[2, 2]","I've used this for the first time this year to help control both Japanese beetle infestation on my green beans and a Caterpillar infestation on my cabbages. This product was effective in reducing both populations to a manageable level within a week. I've also used this to deal with an ant hill to great effect. You must keep in mind when using this product that it doesn't discriminate against good vs bad insects, and should be used sparingly as a treatment, not as a deterrent.",4.0,Effective Natural Pest Solution,1342483200,"07 17, 2012",7,2012,85,75,insecticide,non-selective,insecticide,non-selective
A34BZM6S9L7QI4,B002LGY1LA,"Candy Cane ""Is it just me?""","[2, 2]","I had these things all over my house, inside and out.  Did NOTHING to control the sugar ants in Florida.  Maybe a different type of ant is attracted to these but for those tiny little ants in Florida, Terro liquid baits work the best.  The ants pay zero attention to these Combat baits.",2.0,Not for Sugar Ants,1393113600,"02 23, 2014",2,2014,53,20,Combat,ineffective,combat,ineffective
A1Z20HZHTBEQXY,B0017K651A,Hungry Heidi,"[0, 0]","I use alot of wood all winter to heat my house. I also have alot of steps up onto my porch to carry logs up. This caddy makes the job so much easier to bring in the wood. No more back strain, I am pleased with this purchase it is very sturdy and easy to assemble. It also comes with a cover to keep the wood dry. Highly recommended.",5.0,Brilliant design,1367539200,"05 3, 2013",5,2013,69,90,caddy,,caddy,
A2ZJMLZ1IA2YA9,B002XHJF9A,d bucci,"[0, 1]","I had the perfect testing ground for these traps, a rural home with a fall invasion of field mice. The contenders; Tomcat glue traps - a low tray filled with a sticky material that trap the mice when they walk on it, Kness Snap-E mouse trap; snap type traps that catch the mouse under a metal bar, the Victor Kill & Seal traps and a low tech trap involving a 5 gallon bucket with a wood board leaning up against the side and baited with peanut butter. You put a few inches of water in the bucket if you don't want to catch and release.I moved the different traps around in areas where there had been mouse activity so there would be no placement bias in the testing.The K&S; traps have very small openings for the mouse entry (11/16 by 11/16) and the bait plug (7/16 inch. You bait these traps by unscrewing a very small plug and putting some bait on it, I used peanut butter, and screwing it back in. It holds about 1/4 tsp of peanut butter. You move a lever to set the trap and it can only be set once so when I accidentally dropped one K&S; trap it triggered and it was no longer usable.  Of all the traps I set up the Kill& Seal was the only one that did not catch any mice. The last time I checked the one remaining trap the bait was gone and there was something rattling around in there that looked like a mouse poop.Bottom line:The bucket trap caught the most mice (5)The Tomcat glue traps were the second most consistently effective (4 mice)Close behind the Snap-E mouse traps (3 mice)The Victor Kill & Seal, no mice at all.",1.0,I did not find this trap to be effective,1292371200,"12 15, 2010",12,2010,282,30,trap,effectiveness,trap,effectiveness
A3Q7TY0T4PQULD,B000E7MTT4,FA Cabs,"[2, 2]","We bought this natural fertilizer mainly following the recommendations of hobby gardener friends.  We did read some Amazon reviews.  Blind believers, once the small bag arrived (different from the Amazon image / supplier), we applied the Azomite first, studying the facts afterwards.  Not sure which surprised us more?  While not overnight, plant growth and vigor were perceptible amazingly fast; almost dramatically.  Either the soils had been depleted prior to the Azomite application or the added nitrogen, phosphorus, and potassium did wonders.  Be it as it may, we bought a much larger bag.  Highly recommended.",5.0,Now this is the true Miracle Grow!!!!,1393459200,"02 27, 2014",2,2014,93,85,Azomite,,azomite,
A2AVMEB8PQOTTE,B00CM859OA,"Robert Riggs ""The Music Connection Wholesale""","[0, 1]","This seems like a simple enough process.  Basically you just take it out of the box, make sure it's turned off, install 4 D size alkaline batteries (not included).  Put some bait for the rats and mice in the far end.  Set it where you think there be some rodents, Don't turn it on yet, let them get used to the free food first.  After they have eaten food, refill it and turn the unit on.  Then you should be able to get a kill. The light will blink on and off once you have one dead inside. Then you just dispose of the body, (turn the unit off first) and reset it for the next one.  So far I haven't been able to get one, I guess I don't have any mice.",5.0,Rat Zapper,1374105600,"07 18, 2013",7,2013,132,65,trap,effectiveness,trap,effectiveness
A2SLX6UHHYCMCV,B00CM859OA,"M. Cordoba ""mxc""","[0, 1]","Pros:- You don't need to touch the dead rat- Looks good...Cons:- Silver scary? We haven't caught anything- In the instructions it specifically says never to use rechargeable batteries. I really don't like wasting or throwing away batteries so I have a bunch of rechargeables. Well, this product specifically says not to use them. It also recommends against using regular batteries, only fancy alkaline ones (names on subset of energizer batteries as the best)I'm going to try it for a little longer before making up my mind, for now, I am giving it 3 stars, but it's trending down, unless the critter gets caught.",3.0,Does it work? Doesn't work with rechargeable batteries,1378339200,"09 5, 2013",9,2013,102,35,trap,batteries,trap,batteries
A22CW0ZHY3NJH8,B000XSF3YM,Noname,"[34, 38]","Until  got it right, I thought this Fiskars Power-Lever Tree Pruner was impossible for my weakling arms to handle.  Now that I've figured it out, it's not bad at all.  I've felled some pretty big branches.The saw blade is best either on or off.  Switching back and forth is not quick and easy.  It's screwed on with a wing nut, which gets stuck on me and requires the use of pliers.The saw blade is sharp and cuts quickly and easily.  I find it best to make the cut when I'm off to the side and not nearly underneath -- for safety's sake and also ease of use.The saw blade will get in the way when I'm trying to use the pruning feature.  If I were going to use it strictly as a pruner, I'd remove the saw.  Although its pruning blade cuts better than theFiskars 9234 62-Inch Pruning Stik, I like the Pruning Stik better.  The rope and pulley design of the Power-Lever Tree Pruner just doesn't do it for me.  I find it hard to use, especially when the branches are very tight.  The lever near the head gets stuck on the branches.  There just isn't room to pull.  I use this pruner when my Pruning Stik won't reach.  The telescoping pole is easy to adjust and set.Although it has some shortcomings, I do like this product.  For a woman with weaker than average arms, I'm cutting big branches off my oak tree without much effort.  That's saying a lot.",4.0,Saws easily,1295308800,"01 18, 2011",1,2011,249,65,Pruner,Switching,pruner,switching
A8SPPHKETDZ41,B00AQ4CNUK,barbre,"[0, 0]","Well made, large capacity, nice looking.  The only real complaint (minor) is it didn't come with any instructions on mixing the nectar.  Of course this is online and available all over the place but I was a little surprised it didn't have something.  Overall, I'm pretty impressed with this feeder.",4.0,Nice,1376784000,"08 18, 2013",8,2013,50,75,feeder,instructions,feeder,instructions
A38RMU1Y5TDP9,B00013BUW8,"Bob Tobias ""Robert Tobias""","[571, 579]","The storage seat comes as six heavy duty plastic panels that snap together.  Once assembled it is strong and sturdy.  The lid/seat is hinged and overlaps the box so rain is kept out.  The bottom is raised on short legs which also helps keep out moisture.We use it to hold a large bag of charcoal, lighter fluid, and a small fire extinguisher.  All the things necessary for a successful barbecue.UPDATE 7/8/11 - Over a year later and the storage seat is still going strong.  One thing has changed though.  We've gave up using lighter fluid and are instead using aWeber 87886 Chimney Starter.  It works perfectly and there's no ""lighter fluid"" smell.UPDATE 10/25/26 - A few more summers past and the storage seat continues to do it's job.  In fact, our first few barbecues each spring use the charcoal that's been outside sitting in and protected by the seat all winter with no problems.BTW, I feel that honest, effective reviews take the place of first-hand experiences that are lacking in online shopping. I've always appreciated the help I've gotten from other reviewers and continue to return the favor as best as I can.",5.0,Great product!  Works nicely beside our grill,1270771200,"04 9, 2010",4,2010,188,85,seat,,seat,
A3H8PA7AG48K33,B00AU0BD4M,A. Silverstone,"[0, 0]","The CobraCo Expandable Window Planter is a convenient, small flower box.  It slides open to reveal 5 boxes on 3 levels.  Each side has a pair of 4"" x 4"" boxes, to give you 4 total, and the top is 4"" by 9.25"" long.  All of the boxes are 2 inches deep.  These are not for large plants, but can be used to grow herbs, microgreens, or flowers.  The boxes and the sliding connectors are made of wood, and each compartment is lined with a plastic box.This sturdy planter will brighten up your window sill with 3 levels of houseplants.",5.0,Attractive Planter,1364774400,"04 1, 2013",4,2013,91,75,Planter,,planter,
A2YHEND6PBZGZP,B0007ZGULG,Donna OBrien,"[0, 0]","After chasing food around the typical round metal & wood skewers for quite a while I decided to go on the hunt for a better skewer, and I found them! The ""flat vs round"" design allows whatever food you have on them to stay in place so that everything cooks evenly. The point, although sharp is not overly so but still sharp enough to easily pierce raw meat and the 18"" length gives you plenty of room to ""load em"" down with goodies or space the food out whichever suits the food being grilled. The loop handle makes it easier to grasp the skewers with a mit or tongs.A previous reviewer mentioned the 18"" length and I'll agree depending upon your grill this length may be a bit long and they may be a tad better 2"" shorter [that reviewer just cut his to fit].I gave these skewers 5 stars as I don't anticipate having to find anything better for kabobs!",5.0,Absolutely The Best Skewers,1341360000,"07 4, 2012",7,2012,156,90,skewers,length,skewers,length
A173YMJ9XFVRSY,B0071E21ZU,SWD,"[0, 0]","Love Miracle Grow products, they work so well, and the plants really are superior.This product is no exception.  Easy to use, great idea.Only problem, it's a bit costly.Other than that, five stars.",5.0,Love it,1397433600,"04 14, 2014",4,2014,32,85,fertilizer,cost,fertilizer,cost
AE2URYCBT0SX9,B00004TBKI,G.B.D.,"[0, 0]","Does not seem to actually capture YJ's, but their annoying buzzing stopped when I put one of these about 20' outside of my veggie garden. Somehow it seems to work. YJ's, hornets, were making nests in the GROUND, in dying roots from pine trees which I had cut down YEARS ago...the roots seem to never completely rot, but leave a hollow which apparently invites these guys. And they are protective of their nest area.I use the stuff which comes with the trap, nothing fancy like apple juice and peanut butter.I bought a 2nd one this year for near an apple tree where these guys get their sips from fallen apples or apples which the birds have started to pick on. Hope it works there too.Recommend.",5.0,"Not a catcher, but...",1369526400,"05 26, 2013",5,2013,124,75,trap,effectiveness,trap,effectiveness
AKHFY3VCNZL2W,B000HHO8RW,Dan Huse,"[5, 7]","Last summer was the first that I used my Tanglefoot traps.  I set one in the front yard and one in the back.  Grossly, I think I captured a bazillion of them in just a month or so.  Each time I emptied the traps, I was amazed by the volume of the catch.  The trap is probably 6&#34; in diameter and 10&#34; or so tall, and they would be completely full of this little buggers (literally, little buggers).  This got me thinking that there isn't a lot of thinking that goes on inside the heads of Japanese beetles.  If you were out for a walk and saw a hole with about 10,000 people trapped in it, would you jump into it?  Of course not, but if you were a Japanese beetle, you'd think THE MORE THE MERRIER, and you would jump right in.  This trap provides yet another opportunity for parents to teach kids the hazards of doing what everybody else does, just because you were following the crowd.  One moment, you are flying around enjoying the world, the next minute you are stuck in a trap and you are too dumb to get out of it, even though it doesn't have a door or cover on it.So, in summary, this product works great, and it provides a great metaphor for life.",5.0,"For some, it's just beetle bait. But look deeper, and it holds a greater truth.",1376265600,"08 12, 2013",8,2013,219,75,trap,,trap,
A2XU6J41ZQOJ2V,B007TULFRQ,"Gary in Sun City, AZ","[0, 0]","Mine works great. It took a few days for the birds to ""discover"" it, as birds will do. I read some reviews here that say it doesn't work. I am assuming it should NOT be filled right to the top, completely full. Some space needed above the water for air pressure. It's an attractive container, large enough. If TOO large you will need to rinse & fill it more often, and water will not be fresh long. I liked this so much I ordered a second one. UPDATE 5/29/13: I still really like it. It attracts birds medium & small (hummingbirds) and I'm glad to offer them clean water, especially in these hot summer months. They have been using my two daily and I need to fill them every few days. Recommended.",5.0,"High quality, attractive, leave some air space above the water for air pressure.",1367539200,"05 3, 2013",5,2013,129,85,birdbath,,birdbath,
A1R4BL5MYUDNDJ,B00HFSUL9K,"David Marks ""norcalidave""","[9, 18]","Look, it's rare that I have trouble assembling a product, but as at least three other reviewers (several of whom gave the product three stars) have said, the fit and finish of this pressure washer are terrible!  One reviewer claims it took him an hour or more to assemble it and another said it &#34;took forever&#34;.  Well, I don't know about &#34;forever&#34; because I still haven't gotten used to the poor directions and the slipshod quality!Those &#34;directions&#34; are small pictures of the assembly steps, with no text to speak of.  The wheel assemblies themselves have to be separated before you force them into position and the handle assembly fits poorly and that also had to be jiggered and then forced, then the screws inserted.  Somewhere past adding the handle assembly and a yellow piece behind it, I gave up and will considering spending even more time on this piece of junk, later.My gosh, with all the cheap plastic parts (many of which don't align without much effort and time), etc., it will be a miracle if this unit lasts very long. And yes, the wheels don't move easily, but that's a minor issue, compared with the difficulty of alignment and assembly.  What were these people thinking?If I can ever get the entire unit together and operating, I'll update this review.  But the highest I can imagine rating this product is 3 stars, even if I can get it running for any length of time.  And did I say the price is ridiculous, given all the problems and issues I've already seen?  Well, the price is ridiculous...",2.0,This is a difficult product to review because of the assembly issues!,1399852800,"05 12, 2014",5,2014,265,20,washer,assembly,washer,assembly
